date,county,quantile,hosp_census_with_covid,hosp_census_for_covid,cases,Rt
2021-12-29,Total,0.5,4.71313177073238,2.82787906243943,136.996483951054,2.05293900451975
2021-12-29,Total,0.95,10.7233808239621,6.43402849437726,204.213230118054,2.35708758983502
2021-12-30,Total,0.05,0,0,97.4333668931158,1.7815176443565
2021-12-30,Total,0.5,4.83555536062129,2.90133321637278,157.792477085837,2.04041318215126
2021-12-30,Total,0.95,10.6195694896538,6.37174169379227,235.14208903971,2.34311886045284
2021-12-31,Total,0.05,0,0,111.561608839322,1.77051301177427
2021-12-31,Total,0.5,5.39621798573492,3.23773079144095,182.803334187485,2.02674687603219
2021-12-31,Total,0.95,11.397148648257,6.83828918895418,270.40145631713,2.32318010659145
2022-01-01,Total,0.05,0.321489309082316,0.19289358544939,128.725970801763,1.75584155852949
2022-01-01,Total,0.5,6.25619980180356,3.75371988108213,210.869170551761,2.00900274638763
2022-01-01,Total,0.95,12.0342099549018,7.22052597294106,313.289394771896,2.30157967386146
2022-01-02,Total,0.05,0.769283136048079,0.461569881628847,146.153229448839,1.50982071665545
2022-01-02,Total,0.5,6.44766180972159,3.86859708583295,242.147105298711,1.6358014400604
2022-01-02,Total,0.95,12.1964946190178,7.3178967714107,359.592367928946,1.76681277980763
2022-01-03,Total,0.05,1.53702094614302,0.922212567685815,153.274850154547,1.49638888686085
2022-01-03,Total,0.5,7.49045279252531,4.49427167551519,249.501428678658,1.61932922347391
2022-01-03,Total,0.95,13.0835082876562,7.85010497259372,363.774318334047,1.7471246780589
2022-01-04,Total,0.05,2.32753575914972,1.39652145548983,167.065847998624,1.47907693612116
2022-01-04,Total,0.5,8.36760679736858,5.02056407842115,272.143294043689,1.59608462053911
2022-01-04,Total,0.95,14.0930678778852,8.4558407267311,395.479892977533,1.72017028601912
2022-01-05,Total,0.05,3.94320845805811,2.36592507483487,181.827138731723,1.45039716984346
2022-01-05,Total,0.5,9.35754522898003,5.61452713738802,296.015847145566,1.55635209298015
2022-01-05,Total,0.95,15.0443764657541,9.02662587945248,426.680106087937,1.67310772650565
2022-01-06,Total,0.05,3.80950234474022,2.28570140684413,196.032652303309,1.39846267057324
2022-01-06,Total,0.5,9.97690853734659,5.98614512240795,319.58123442436,1.48455706013285
2022-01-06,Total,0.95,16.037105352875,9.62226321172502,462.144425179811,1.58880305143003
2022-01-07,Total,0.05,5.28346721373565,3.17008032824139,208.089062451799,1.319784753466
2022-01-07,Total,0.5,11.17447558612,6.70468535167201,339.008468368585,1.39409382424449
2022-01-07,Total,0.95,16.9359555965692,10.1615733579415,492.214620654209,1.48891636695762
2022-01-08,Total,0.05,6.17858283633304,3.70714970179983,215.555057295581,1.25620716514829
2022-01-08,Total,0.5,12.3072463386755,7.38434780320529,351.619120730862,1.33142011577096
2022-01-08,Total,0.95,18.0446692704379,10.8268015622628,512.28560975023,1.42125608552717
2022-01-09,Total,0.05,7.09980866500219,4.25988519900131,222.807560250039,1.21793988369996
2022-01-09,Total,0.5,12.9383635249099,7.76301811494592,364.291389378451,1.29459063291718
2022-01-09,Total,0.95,18.6808295888941,11.2084977533364,530.258479358643,1.38601307400185
2022-01-10,Total,0.05,8.08720633945264,4.85232380367158,229.649704714678,1.19409142831265
2022-01-10,Total,0.5,13.702635300694,8.2215811804164,380.37036757097,1.2697038933911
2022-01-10,Total,0.95,19.7476501293916,11.848590077635,551.529400740086,1.35681006659416
2022-01-11,Total,0.05,8.74175998117895,5.24505598870737,236.357857744568,1.17581731607924
2022-01-11,Total,0.5,14.8569844529574,8.91419067177442,394.051677871414,1.24769843016602
2022-01-11,Total,0.95,20.9413457670377,12.5648074602226,570.359040796258,1.33296636436271
2022-01-12,Total,0.05,9.82891497543679,5.89734898526207,244.77334486752,1.15750232773589
2022-01-12,Total,0.5,15.8489604790661,9.50937628743965,408.046928359733,1.22569065102142
2022-01-12,Total,0.95,21.2920517126469,12.7752310275881,591.066791676739,1.30835533090437
2022-01-13,Total,0.05,10.2734054101938,6.16404324611625,252.890787430566,1.1408121897099
2022-01-13,Total,0.5,16.3857808721396,9.83146852328379,420.700981476611,1.20384680557607
2022-01-13,Total,0.95,22.5171958070132,13.5103174842079,611.924281171648,1.28112248364232
2022-01-14,Total,0.05,11.1195684854176,6.67174109125056,259.845752118624,1.12272920901387
2022-01-14,Total,0.5,17.2414163882624,10.3448498329575,432.189146540136,1.18170769036811
2022-01-14,Total,0.95,23.4094267940289,14.0456560764173,628.685314695759,1.2534794278211
2022-01-15,Total,0.05,12.0042371144996,7.20254226869975,265.889000520803,1.10262773745678
2022-01-15,Total,0.5,18.2633058792065,10.9579835275239,442.918934061584,1.16006540198454
2022-01-15,Total,0.95,23.9470173728575,14.3682104237145,647.266386898261,1.22845329591849
2022-01-16,Total,0.05,12.8770373048581,7.72622238291486,271.705856219415,1.08402186637673
2022-01-16,Total,0.5,18.9399332230705,11.3639599338423,450.655113908836,1.13767306520761
2022-01-16,Total,0.95,24.7231279381977,14.8338767629186,660.849893495418,1.20309513473975
2022-01-17,Total,0.05,13.7797131159219,8.26782786955315,274.6425862508,1.06364637652498
2022-01-17,Total,0.5,19.6039962468186,11.7623977480912,456.67041825565,1.11495663317655
2022-01-17,Total,0.95,25.34572595239,15.207435571434,672.238739834263,1.17611612124232
2022-01-18,Total,0.05,13.632879717257,8.17972783035423,276.055348873909,1.04038348278245
2022-01-18,Total,0.5,19.9853431647238,11.9912058988343,461.878970623538,1.09161543897224
2022-01-18,Total,0.95,25.8550686113304,15.5130411667982,679.584543683075,1.1492311970099
2022-01-19,Total,0.05,14.8024435846035,8.88146615076211,276.531589347151,1.01812771928659
2022-01-19,Total,0.5,20.4907465330565,12.2944479198339,464.417457507781,1.06826388481345
2022-01-19,Total,0.95,26.1217216894574,15.6730330136744,684.640414116877,1.12278373359072
2022-01-20,Total,0.05,15.7444297459481,9.44665784756883,276.662343757469,0.995464969552826
2022-01-20,Total,0.5,21.4585562405854,12.8751337443512,464.495105426899,1.04462522453771
2022-01-20,Total,0.95,26.6738449051154,16.0043069430692,686.960517385847,1.09771892506532
2022-01-21,Total,0.05,15.8476742776989,9.50860456661935,276.606412782187,0.972118296143216
2022-01-21,Total,0.5,21.9342604655396,13.1605562793238,462.833202865337,1.02100721684294
2022-01-21,Total,0.95,28.1159841090567,16.869590465434,686.186987810252,1.07325150892786
2022-01-22,Total,0.05,16.237794310567,9.7426765863402,275.366984101975,0.949016533426171
2022-01-22,Total,0.5,22.1545871364854,13.2927522818913,460.125277685028,0.998257352509775
2022-01-22,Total,0.95,28.3899665642542,17.0339799385525,683.575063789334,1.04889256495673
2022-01-23,Total,0.05,16.5444025693315,9.92664154159892,270.448734022053,0.924133587822143
2022-01-23,Total,0.5,22.4278030882372,13.4566818529423,455.99472740794,0.977542435858033
2022-01-23,Total,0.95,28.117209244578,16.8703255467468,674.910543365647,1.02449303572701
2022-01-24,Total,0.05,16.5690081505273,9.9414048903164,267.497006370483,0.90153084162535
2022-01-24,Total,0.5,22.5483790402561,13.5290274241537,448.914759110139,0.956145464363295
2022-01-24,Total,0.95,28.7744870340815,17.2646922204489,664.30799740356,1.00126798790852
2022-01-25,Total,0.05,17.1533229455267,10.291993767316,261.770331325708,0.877556001679391
2022-01-25,Total,0.5,23.0475387656896,13.8285232594138,440.73585087727,0.935911445596539
2022-01-25,Total,0.95,28.424338424833,17.0546030548998,649.937383653401,0.979627125811376
2022-01-26,Total,0.05,17.0401143782359,10.2240686269415,255.757092847642,0.855020603136474
2022-01-26,Total,0.5,22.946515639955,13.767909383973,429.872293699925,0.916142316577821
2022-01-26,Total,0.95,28.5771992762055,17.1463195657233,632.461182385243,0.958663411462958
2022-01-27,Total,0.05,16.9680000979118,10.1808000587471,249.397108102981,0.833119464984304
2022-01-27,Total,0.5,22.7822827525065,13.6693696515039,418.499054725954,0.897111695913172
2022-01-27,Total,0.95,28.2673991889482,16.9604395133689,612.993096809578,0.940686943935651
2022-01-28,Total,0.05,16.6075633761606,9.96453802569637,242.280929080972,0.811456704875223
2022-01-28,Total,0.5,22.7852996709732,13.6711798025839,405.432433950996,0.878006790658776
2022-01-28,Total,0.95,29.0432587561024,17.4259552536615,594.551288566196,0.922825258264459
2022-01-29,Total,0.05,15.86893455295,9.52136073176998,234.27380461477,0.790731285290272
2022-01-29,Total,0.5,22.3221535512352,13.3932921307411,390.630176326491,0.860089474546613
2022-01-29,Total,0.95,28.2002557552344,16.9201534531406,573.005315237147,0.90579081943965
2022-01-30,Total,0.05,16.0294691439465,9.61768148636789,225.656945848188,0.773143377447722
2022-01-30,Total,0.5,22.0205722450327,13.2123433470196,375.209952787715,0.842414873603114
2022-01-30,Total,0.95,27.6118191889889,16.5670915133933,549.44994691482,0.890496604719349
