date,hosp_census_with_covid_Optimistic,hosp_census_with_covid_Central,hosp_census_with_covid_Pessimistic,hosp_census_for_covid_Optimistic,hosp_census_for_covid_Central,hosp_census_for_covid_Pessimistic
2022-01-27,183.756669878842,200.046850360527,216.840281679996,110.254001927305,120.028110216316,130.104169007998
2022-01-28,180.403492600608,196.78971850144,213.068303031955,108.242095560365,118.073831100864,127.840981819173
2022-01-29,175.903248582847,192.585189141833,209.175618061702,105.541949149708,115.5511134851,125.505370837021
2022-01-30,171.104136570838,188.651055296815,204.788990273298,102.662481942503,113.190633178089,122.873394163979
2022-01-31,167.538376233189,184.087201950393,200.71794993404,100.523025739913,110.452321170236,120.430769960424
2022-02-01,162.589262983993,179.29973361725,195.612186844719,97.5535577903961,107.57984017035,117.367312106832
2022-02-02,157.506399021943,174.081805192439,191.338281929184,94.5038394131659,104.449083115463,114.802969157511
2022-02-03,152.561208367245,169.392203938372,184.937113112295,91.5367250203469,101.635322363023,110.962267867377
2022-02-04,146.971654354746,163.501035828757,180.289934438347,88.1829926128476,98.1006214972542,108.173960663008
2022-02-05,141.631061408169,158.492210046529,175.322465867584,84.9786368449012,95.0953260279176,105.19347952055
2022-02-06,135.988542240386,152.207587115625,168.873792123595,81.5931253442314,91.3245522693753,101.324275274157
2022-02-07,130.990204719775,146.843736870456,163.655663368421,78.5941228318648,88.1062421222735,98.1933980210527
2022-02-08,125.117477564662,141.206619498643,157.784818632116,75.0704865387972,84.7239716991858,94.6708911792695
2022-02-09,120.665078028888,136.172595870905,152.14436410539,72.399046817333,81.7035575225429,91.2866184632337
2022-02-10,114.376336613929,130.98719383177,148.130533926328,68.6258019683576,78.5923162990618,88.8783203557971
2022-02-11,109.194784030618,125.306732900993,141.362892827748,65.5168704183706,75.1840397405959,84.8177356966487
2022-02-12,104.263012879825,120.247827956558,136.634684808923,62.5578077278948,72.1486967739348,81.980810885354
2022-02-13,98.9240910619223,115.460581757421,132.434705757707,59.3544546371534,69.2763490544527,79.4608234546241
2022-02-14,93.5601328673049,110.04589386894,126.632630186625,56.136079720383,66.0275363213642,75.9795781119751
2022-02-15,89.0496449520276,105.423356666345,121.45780379504,53.4297869712165,63.2540139998071,72.874682277024
2022-02-16,84.7184670399001,100.89123847956,116.633900214441,50.8310802239401,60.5347430877363,69.9803401286643
2022-02-17,79.6455890837714,96.0241678870255,112.607891855337,47.7873534502629,57.6145007322153,67.5647351132019
2022-02-18,75.5057773882022,91.7286758714984,107.911653813064,45.3034664329213,55.0372055228991,64.7469922878384
2022-02-19,70.860044755996,86.9720432444035,103.454754226313,42.5160268535976,52.1832259466421,62.072852535788
2022-02-20,66.6445632583964,83.6349846223396,99.5585492054316,39.9867379550379,50.1809907734038,59.735129523259
2022-02-21,62.6735173798079,79.2259261571543,95.9523763219735,37.6041104278848,47.5355556942926,57.5714257931841
2022-02-22,59.5127394355293,75.5603110533437,92.0972139839673,35.7076436613176,45.3361866320062,55.2583283903804
2022-02-23,55.4992862979497,72.0884615009201,88.867138734631,33.2995717787698,43.253076900552,53.3202832407786
2022-02-24,52.5794003357786,69.1354401838327,85.3055125033587,31.5476402014671,41.4812641102996,51.1833075020152
2022-02-25,49.7882906673127,66.1172366802108,82.7899031058312,29.8729744003876,39.6703420081265,49.6739418634987
2022-02-26,46.6241201670021,63.2265526014641,79.3036310643564,27.9744721002013,37.9359315608785,47.5821786386138
2022-02-27,44.5849742663273,60.8678816536505,76.9342170651612,26.7509845597964,36.5207289921903,46.1605302390967
2022-02-28,42.0834022889465,58.7760988343224,74.9448159276704,25.2500413733679,35.2656593005934,44.9668895566022
2022-03-01,40.546803965535,56.4379137504448,71.8988618798804,24.328082379321,33.8627482502669,43.1393171279283
2022-03-02,38.3960653465978,54.359110458183,70.0778505850695,23.0376392079587,32.6154662749098,42.0467103510417
2022-03-03,36.0935222382603,52.0750194128167,68.5057054542648,21.6561133429562,31.24501164769,41.1034232725589
2022-03-04,34.3851189091053,50.5692740480396,66.7670951931528,20.6310713454632,30.3415644288238,40.0602571158917
2022-03-05,32.3803136776408,48.9110435117593,65.1250411051966,19.4281882065845,29.3466261070556,39.075024663118
2022-03-06,31.3904331659298,47.2507110207836,63.7942152510038,18.8342598995579,28.3504266124702,38.2765291506023
2022-03-07,29.8880848349886,45.9823017483132,62.0850435519836,17.9328509009932,27.5893810489879,37.2510261311901
2022-03-08,28.1304174153626,44.5618032243952,60.861155062017,16.8782504492176,26.7370819346371,36.5166930372102
2022-03-09,26.9027067225538,43.1819782370704,59.6365923334902,16.1416240335323,25.9091869422423,35.7819554000941
2022-03-10,26.1460411729716,42.1180548762119,58.9650758395158,15.6876247037829,25.2708329257271,35.3790455037094
2022-03-11,24.3606722204564,40.902791776511,57.3363118397177,14.6164033322738,24.5416750659066,34.4017871038306
2022-03-12,22.6944242049468,40.022089535539,56.4921309585881,13.6166545229681,24.0132537213234,33.8952785751529
2022-03-13,23.045715031081,38.8462279398918,55.1886364730596,13.8274290186486,23.3077367639351,33.1131818838358
2022-03-14,22.1063671494718,38.0243025815224,53.9948012515306,13.2638202896831,22.8145815489134,32.3968807509184
2022-03-15,20.7448924454256,37.0384485007131,53.4482024319567,12.4469354672554,22.2230691004279,32.068921459174
2022-03-16,20.4858314824839,35.8076504164661,52.1658808897453,12.2914988894904,21.4845902498797,31.2995285338472
2022-03-17,19.3597310800395,35.6946616320188,52.1536530798098,11.6158386480237,21.4167969792113,31.2921918478859
2022-03-18,18.7610691769735,34.9340464223487,51.4627227832181,11.2566415061841,20.9604278534092,30.8776336699309
2022-03-19,18.0086769465692,34.1976786701327,50.8772106602658,10.8052061679415,20.5186072020796,30.5263263961595
2022-03-20,17.4574980200141,33.1608306278682,49.1275051113605,10.4744988120085,19.8964983767209,29.4765030668163
2022-03-21,16.4177096748207,32.8681182098502,49.0361505585527,9.85062580489241,19.7208709259101,29.4216903351316
2022-03-22,15.9215459823394,32.1107599890004,49.1318202265101,9.55292758940365,19.2664559934003,29.4790921359061
2022-03-23,15.5939740311734,31.9943325544902,48.3360436933594,9.35638441870404,19.1965995326941,29.0016262160157
2022-03-24,15.4496791977064,31.4575762155811,47.9140468258176,9.26980751862386,18.8745457293486,28.7484280954906
2022-03-25,14.3072530194875,30.7038986877211,47.1037963152885,8.58435181169248,18.4223392126326,28.2622777891731
2022-03-26,14.4923207674611,30.4249070185468,47.1075707881092,8.69539246047664,18.2549442111281,28.2645424728655
2022-03-27,14.0614256759097,30.1729322379377,46.5480685557451,8.43685540554579,18.1037593427626,27.9288411334471
2022-03-28,14.645423396977,30.2783472635125,46.8064972054605,8.78725403818623,18.1670083581075,28.0838983232763
2022-03-29,13.7832516478227,29.966844294739,45.273641678264,8.26995098869359,17.9801065768434,27.1641850069584
2022-03-30,13.2646038893133,29.4650617101205,45.7962482861307,7.95876233358796,17.6790370260723,27.4777489716784
2022-03-31,12.5415391565477,29.5132534222785,45.4056732947938,7.52492349392864,17.7079520533671,27.2434039768763
2022-04-01,13.1353807012604,29.5053311225676,46.0004430221906,7.88122842075624,17.7031986735405,27.6002658133144
2022-04-02,12.8422814159244,28.7660902469548,44.9244246133033,7.70536884955465,17.2596541481729,26.954654767982
2022-04-03,12.5571919325986,28.9864218524896,44.5525566505185,7.53431515955916,17.3918531114937,26.7315339903111
2022-04-04,12.9475856444045,28.8406697465088,44.7979261869802,7.76855138664272,17.3044018479053,26.8787557121881
2022-04-05,12.8063649301699,28.7964347581611,44.8798095725827,7.68381895810195,17.2778608548967,26.9278857435496
2022-04-06,12.4632941127427,28.5067506604904,44.9057993758785,7.4779764676456,17.1040503962942,26.9434796255271
2022-04-07,12.4192739533151,28.7579221127517,44.7128687569573,7.45156437198905,17.254753267651,26.8277212541744
2022-04-08,12.8585907256575,28.4537893965443,44.5437804429932,7.71515443539449,17.0722736379266,26.7262682657959
2022-04-09,12.5726258339763,28.8109914573151,45.136869986495,7.54357550038579,17.2865948743891,27.082121991897
2022-04-10,12.2476163761895,28.8826849074406,45.4640777882221,7.34856982571369,17.3296109444643,27.2784466729332
2022-04-11,12.6476406632534,28.9055646548228,44.859240268246,7.58858439795204,17.3433387928937,26.9155441609476
2022-04-12,13.1479403402206,28.9948632782018,45.3441261781108,7.88876420413237,17.3969179669211,27.2064757068665
2022-04-13,13.0792423356185,29.4026662356173,45.5321555545099,7.84754540137111,17.6415997413704,27.3192933327059
2022-04-14,12.5090179803931,29.201929995683,45.5223944185938,7.50541078823584,17.5211579974098,27.3134366511562
2022-04-15,13.1386074384042,29.6637736716889,46.4540429381742,7.88316446304251,17.7982642030133,27.8724257629045
2022-04-16,12.9395015116782,29.4631580404927,45.7544724706854,7.76370090700691,17.6778948242956,27.4526834824112
2022-04-17,13.485932245826,29.6913698281004,46.1946680949025,8.09155934749562,17.8148218968603,27.7168008569415
2022-04-18,13.7933844249257,30.1063642179625,46.6960894647316,8.27603065495542,18.0638185307775,28.017653678839
2022-04-19,13.8241982694123,30.444718461778,46.6039940038059,8.29451896164736,18.2668310770668,27.9623964022836
2022-04-20,13.6415704242523,30.5287279100608,46.5773800920405,8.18494225455136,18.3172367460365,27.9464280552243
2022-04-21,14.6346370873515,30.8678897778029,47.4155326343408,8.78078225241089,18.5207338666818,28.4493195806045
2022-04-22,14.8635567748534,31.2176257644214,47.6564644425457,8.91813406491205,18.7305754586529,28.5938786655274
2022-04-23,15.033484855045,31.1685088699696,47.8248308661561,9.02009091302702,18.7011053219818,28.6948985196937
2022-04-24,15.6132067045455,31.5249155199047,48.0126349794026,9.36792402272732,18.9149493119428,28.8075809876415
2022-04-25,16.3286465390095,32.0729514043255,47.9409155275566,9.79718792340568,19.2437708425953,28.7645493165339
2022-04-26,16.3589616434388,32.640836152095,48.577765366274,9.81537698606327,19.584501691257,29.1466592197644
2022-04-27,16.309040874173,32.9666620932465,48.9145106788557,9.78542452450379,19.7799972559479,29.3487064073134
2022-04-28,16.5382834595375,33.4803065765779,49.7326671255282,9.92297007572249,20.0881839459467,29.8396002753169
2022-04-29,16.9887616348224,33.8348611855145,49.709480916666,10.1932569808935,20.3009167113087,29.8256885499996
2022-04-30,18.4219455955402,34.5275440994905,50.0371443260993,11.0531673573241,20.7165264596943,30.0222865956596
2022-05-01,17.8373979589879,34.532103293537,51.0908125965362,10.7024387753927,20.7192619761222,30.6544875579217
2022-05-02,18.9632983502576,35.1244781355815,51.6584549714096,11.3779790101546,21.0746868813489,30.9950729828458
2022-05-03,19.8677006702519,35.8607329249418,51.4461302374408,11.9206204021511,21.5164397549651,30.8676781424645
2022-05-04,19.7496636509086,36.2218463145068,53.3471593613523,11.8497981905452,21.7331077887041,32.0082956168114
2022-05-05,20.2769136301303,37.0653712014898,53.2102037035353,12.1661481780782,22.2392227208939,31.9261222221212
2022-05-06,21.4497714867548,37.4632122307043,53.9378751198222,12.8698628920529,22.4779273384226,32.3627250718933
2022-05-07,21.6276582225912,37.8862105369078,54.5384006215098,12.9765949335547,22.7317263221447,32.7230403729059
2022-05-08,22.0643411502912,38.4659348221874,55.201984313742,13.2386046901747,23.0795608933125,33.1211905882452
2022-05-09,22.7331455643205,39.3285133613668,55.6660493747,13.6398873385923,23.5971080168201,33.39962962482
2022-05-10,23.1082756096023,39.7866129642512,56.031099304827,13.8649653657614,23.8719677785507,33.6186595828962
2022-05-11,24.3748672324887,40.5563712968981,57.4133177382941,14.6249203394932,24.3338227781388,34.4479906429764
2022-05-12,24.2527564702415,41.0882547396324,57.2422247031202,14.5516538821449,24.6529528437794,34.3453348218721
2022-05-13,25.2467959310447,41.5668924493809,58.3607825777481,15.1480775586268,24.9401354696285,35.0164695466488
2022-05-14,25.7135356490427,42.3004454838409,58.9052270286571,15.4281213894256,25.3802672903045,35.3431362171943
2022-05-15,26.8880366538514,43.0318294709203,59.7144756231055,16.1328219923109,25.8190976825522,35.8286853738633
2022-05-16,27.5992483839973,43.0429419684341,59.7304475708228,16.5595490303984,25.8257651810605,35.8382685424937
2022-05-17,27.9249803650228,44.6663262367979,60.7081346961473,16.7549882190137,26.7997957420787,36.4248808176884
2022-05-18,28.4598400564663,45.3576723703724,61.8240591735681,17.0759040338798,27.2146034222234,37.0944355041409
2022-05-19,30.1064817379268,46.1869365872702,62.6694921219835,18.0638890427561,27.7121619523621,37.6016952731901
2022-05-20,30.7348312132679,46.7868540353005,63.4829785910009,18.4408987279607,28.0721124211803,38.0897871546006
2022-05-21,30.6344775712383,47.6173624797308,63.7902840404322,18.3806865427429,28.5704174878385,38.2741704242593
2022-05-22,31.4288923465889,48.3050517631653,64.5857705151524,18.8573354079533,28.9830310578992,38.7514623090915
2022-05-23,32.9732198528387,49.3084383154524,65.4122719518961,19.7839319117032,29.5850629892715,39.2473631711377
2022-05-24,33.0756434741946,49.5226003686805,66.1788323583035,19.8453860845167,29.7135602212083,39.7072994149821
2022-05-25,34.1199352285235,50.7778822775668,66.5913492827146,20.4719611371141,30.4667293665401,39.9548095696288
2022-05-26,35.339567195522,51.3291576255386,67.9102471948673,21.2037403173132,30.7974945753232,40.7461483169204
2022-05-27,36.2370043356424,52.6988273022234,69.0054574536095,21.7422026013854,31.619296381334,41.4032744721657
2022-05-28,36.1485164334793,53.1117008806036,69.1872638970445,21.6891098600876,31.8670205283622,41.5123583382267
2022-05-29,37.5679464708126,54.2468914360797,70.3996685681409,22.5407678824876,32.5481348616478,42.2398011408846
2022-05-30,38.2230887248853,54.9328962287808,71.7524262027561,22.9338532349312,32.9597377372685,43.0514557216536
2022-05-31,39.3517562296119,55.407595611947,72.4915400055108,23.6110537377671,33.2445573671682,43.4949240033065
2022-06-01,40.3495910010601,56.5320866721166,72.9256360429793,24.2097546006361,33.9192520032699,43.7553816257875
2022-06-02,41.0508637591356,57.4439107462001,74.1118619122798,24.6305182554814,34.4663464477201,44.4671171473679
2022-06-03,42.6168760408232,58.5065354814203,74.965972338271,25.5701256244939,35.1039212888522,44.9795834029626
2022-06-04,42.9216646248569,59.2053139200625,76.3783004730728,25.7529987749142,35.5231883520375,45.8269802838437
2022-06-05,43.9020830900501,60.4456748406842,77.3270435820581,26.3412498540301,36.2674049044105,46.3962261492349
2022-06-06,45.5104905557802,61.4828426621662,78.0369044850698,27.3062943334681,36.8897055972997,46.8221426910419
2022-06-07,45.8862494838274,62.4737003513734,78.9208498348336,27.5317496902964,37.4842202108241,47.3525099009002
2022-06-08,46.7520028679458,63.1791638764131,79.660204724703,28.0512017207674,37.9074983258478,47.7961228348218
2022-06-09,48.4356491413313,64.1953806806779,80.5671430701538,29.0613894847988,38.5172284084068,48.3402858420923
2022-06-10,48.7554969297473,65.5475965269503,81.8101067658809,29.2532981578484,39.3285579161702,49.0860640595286
2022-06-11,49.8678894647839,66.4210887682818,83.0807746056651,29.9207336788704,39.8526532609691,49.8484647633991
2022-06-12,51.3329453645857,67.3581252048665,83.9502297904723,30.7997672187514,40.4148751229199,50.3701378742834
2022-06-13,52.78322446397,68.5093251087933,85.200265957894,31.669934678382,41.105595065276,51.1201595747364
2022-06-14,53.0376431576999,69.7596398342792,85.7898081034252,31.8225858946199,41.8557839005675,51.4738848620551
2022-06-15,53.8313414724194,70.4534346285873,86.9765776668039,32.2988048834516,42.2720607771524,52.1859466000823
2022-06-16,55.5256258429866,71.8655921045618,88.2956731474097,33.315375505792,43.1193552627371,52.9774038884458
2022-06-17,56.4061022655869,72.986556984095,89.168437039956,33.8436613593522,43.791934190457,53.5010622239736
2022-06-18,57.4509059826685,74.0495886653512,90.1617721001853,34.4705435896011,44.4297531992107,54.0970632601112
2022-06-19,58.6745912629606,74.8524694941058,92.0037924806742,35.2047547577764,44.9114816964635,55.2022754884045
2022-06-20,59.7847863963543,76.0900051620968,91.6903510852741,35.8708718378125,45.6540030972581,55.0142106511645
2022-06-21,60.9551430335702,77.013830378508,93.1366462462798,36.5730858201421,46.2082982271048,55.8819877477679
2022-06-22,61.9941585554185,78.0726993225117,94.7164212148838,37.1964951332511,46.843619593507,56.8298527289303
2022-06-23,63.5429515385518,79.4233318426037,96.1576028199201,38.1257709231311,47.6539991055622,57.6945616919521
2022-06-24,64.0133161969689,80.5803701285516,96.6770777685791,38.4079897181814,48.348222077131,58.0062466611475
2022-06-25,65.1297622594709,81.4096558005277,97.5421311714123,39.0778573556825,48.8457934803166,58.5252787028474
2022-06-26,66.0276507327532,82.4468261402909,98.5281148422867,39.6165904396519,49.4680956841745,59.116868905372
2022-06-27,67.8313881637797,84.0528625975167,100.682897087543,40.6988328982678,50.43171755851,60.4097382525259
2022-06-28,68.1160066834769,84.8831858575349,101.594385825931,40.8696040100861,50.929911514521,60.9566314955587
2022-06-29,69.4062894763556,85.9078757003682,102.428959296509,41.6437736858134,51.5447254202209,61.4573755779055
2022-06-30,70.4767357609584,87.1118961129343,103.523180000692,42.286041456575,52.2671376677606,62.1139080004151
2022-07-01,71.5187386900847,87.8263875916368,104.799445848436,42.9112432140508,52.6958325549821,62.8796675090616
2022-07-02,72.8432830953625,88.9147637840828,104.823250305613,43.7059698572175,53.3488582704497,62.8939501833675
2022-07-03,73.497055564503,90.0220057037494,106.724462247822,44.0982333387018,54.0132034222496,64.0346773486934
2022-07-04,74.258477482737,90.6745912742193,107.129969651902,44.5550864896422,54.4047547645316,64.2779817911412
2022-07-05,75.7783087165345,91.7385422708719,107.740379504817,45.4669852299207,55.0431253625231,64.6442277028899
2022-07-06,76.5942455128615,92.1826946915776,108.574662260232,45.9565473077169,55.3096168149465,65.1447973561395
2022-07-07,77.199732244107,92.971879024405,109.011002862765,46.3198393464642,55.783127414643,65.4066017176588
2022-07-08,77.2686976433666,93.8364730372769,110.438432747296,46.3612185860199,56.3018838223661,66.2630596483775
2022-07-09,78.3166789849853,94.7755918095682,110.87652721015,46.9900073909912,56.8653550857409,66.5259163260901
2022-07-10,78.3651111341438,94.8651755389659,111.462875562267,47.0190666804863,56.9191053233795,66.8777253373602
2022-07-11,78.7019635274028,95.2876428874245,111.887250909962,47.2211781164417,57.1725857324547,67.1323505459769
2022-07-12,78.7730300795948,96.0603259131238,112.498555738911,47.2638180477568,57.6361955478743,67.4991334433466
2022-07-13,79.4170769859854,96.0632167450143,112.841703566053,47.6502461915912,57.6379300470086,67.7050221396315
2022-07-14,80.2565389698405,96.1669188499088,112.31317347051,48.1539233819043,57.7001513099453,67.3879040823059
2022-07-15,79.5718088219227,96.3609408788027,113.005598006913,47.7430852931536,57.8165645272816,67.8033588041481
2022-07-16,79.8820572173564,96.5366279643628,112.763502878759,47.9292343304138,57.9219767786177,67.6581017272551
2022-07-17,80.3255296559646,96.5036415916115,112.538367937712,48.1953177935788,57.9021849549669,67.5230207626272
2022-07-18,80.3394825810958,96.3032194675975,112.330077582727,48.2036895486575,57.7819316805585,67.398046549636
2022-07-19,79.2223894553484,95.6494197918463,112.295063697592,47.5334336732091,57.3896518751078,67.3770382185553
2022-07-20,79.1195212666589,95.5962139864526,111.406276755894,47.4717127599953,57.3577283918715,66.8437660535365
2022-07-21,78.7347457596511,95.070530206477,111.42364953032,47.2408474557907,57.0423181238862,66.8541897181919
2022-07-22,78.3260503175705,94.1358414288723,110.280195939603,46.9956301905423,56.4815048573234,66.1681175637616
2022-07-23,77.4736033391928,93.7958337267739,110.455321455299,46.4841620035157,56.2775002360644,66.2731928731795
2022-07-24,76.9090482044935,93.4169744190934,109.543067441505,46.1454289226961,56.050184651456,65.7258404649028
2022-07-25,76.2154808143923,92.5066311304065,108.232059813179,45.7292884886354,55.5039786782439,64.9392358879076
2022-07-26,75.4989448463828,91.8950175656621,107.809275961415,45.2993669078297,55.1370105393973,64.6855655768488
2022-07-27,73.8044884815813,90.7720950070351,107.236710073842,44.2826930889488,54.463257004221,64.3420260443051
2022-07-28,74.0115045239907,90.0630492483763,106.537405672078,44.4069027143944,54.0378295490258,63.9224434032468
2022-07-29,72.5470093090153,88.9378275099985,104.686471932303,43.5282055854092,53.3626965059991,62.8118831593816
2022-07-30,70.9545735607468,87.4494934199832,103.976772222866,42.5727441364481,52.4696960519899,62.3860633337194
2022-07-31,70.0893083315871,86.8643888976286,102.92936652513,42.0535849989523,52.1186333385772,61.7576199150782
2022-08-01,68.5714905587324,85.469930620007,101.932722450413,41.1428943352394,51.2819583720042,61.1596334702479
2022-08-02,68.1245430491382,84.1426525039451,100.894090555946,40.8747258294829,50.4855915023671,60.5364543335679
2022-08-03,66.5443732873284,83.2796828973258,99.4646570046245,39.9266239723971,49.9678097383955,59.6787942027747
2022-08-04,65.1136644343994,81.8267014889308,98.7006235207252,39.0681986606396,49.0960208933585,59.2203741124351
2022-08-05,64.0751812832274,80.3637973336373,97.040640600895,38.4451087699365,48.2182784001824,58.224384360537
2022-08-06,62.3934657069853,79.2462938114191,95.7308282828338,37.4360794241912,47.5477762868515,57.4384969697003
2022-08-07,61.8076101056391,77.8437231362346,93.7257351308491,37.0845660633834,46.7062338817408,56.2354410785094
2022-08-08,60.0710848427156,76.2279416488145,92.5347973299838,36.0426509056294,45.7367649892887,55.5208783979903
2022-08-09,58.669819442226,74.837263306059,90.6643381337369,35.2018916653356,44.9023579836354,54.3986028802422
2022-08-10,57.459094080712,73.776120262725,89.9895599583038,34.4754564484272,44.265672157635,53.9937359749823
2022-08-11,55.6572107477582,72.584917619823,88.6820930836671,33.3943264486549,43.5509505718938,53.2092558502003
2022-08-12,54.6668155901351,70.5820246340268,86.8059021027476,32.8000893540811,42.3492147804161,52.0835412616486
2022-08-13,53.5321606726755,69.3652141983657,86.0629427570362,32.1192964036053,41.6191285190194,51.6377656542217
2022-08-14,51.9424801003956,68.017464646575,83.92241823292,31.1654880602373,40.810478787945,50.353450939752
2022-08-15,50.444324435209,67.0002899327899,82.836192314606,30.2665946611254,40.2001739596739,49.7017153887636
2022-08-16,49.2143504853397,65.3689765756427,81.8373203265585,29.5286102912038,39.2213859453856,49.1023921959351
2022-08-17,48.0730812623034,64.3190645605709,80.4829082633742,28.843848757382,38.5914387363425,48.2897449580245
2022-08-18,46.3074981124613,62.8280478970255,79.0017370385843,27.7844988674768,37.6968287382153,47.4010422231506
